20
{
0, 0.0
72, 150.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
450, 620.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
}
{
72, 150.0
0, 0.0
360, 300.0
90, 200.0
0, 0.0
330, 400.0
0, 0.0
0, 0.0
420, 600.0
0, 0.0
0, 0.0
450, 650.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
840, 1400.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
0, 0.0
0, 0.0
168, 250.0
228, 350.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
690, 900.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
330, 320.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
432, 580.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
168, 250.0
270, 280.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
630, 850.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
90, 100.0
72, 80.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
660, 850.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
84, 90.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
180, 220.0
0, 0.0
0, 0.0
72, 80.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
60, 80.0
0, 0.0
72, 120.0
0, 0.0
0, 0.0
660, 950.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
60, 80.0
0, 0.0
0, 0.0
90, 110.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
150, 160.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
126, 130.0
0, 0.0
120, 150.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
72, 80.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
108, 140.0
72, 80.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
180, 300.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
630, 920.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
132, 180.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
}
{
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
0, 0.0
570, 800.0
}
{
0, 0.0
0, 0.0
0, 0.0
